invoiceKey,invoiceNumber,organization,orgMatch,issueDate,currency,milestone,amountEur,amountRon,tier,confidence,proposedPartNumber,proposedContractRef,amountMatchedOn,trackerYear,issuer,trackerDescription,invoiceServiceText,candidateCount,reason,topCandidates,lineProposals
accounting:BT.BIT 687,BT.BIT 687,KEYSIGHT TECHNOLOGIES RO SRL,exact,2024-08-01,RON,,13800,81715.87,SCORED,LOW,KS-MM-RD-2,NO. 1 OF 02.06.2020,final,2020,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for August 2024 Penetration testing services for August 2024 Purchase Order Number 9068002588 (13.800 euro+TVA la cursul BNR),26,org exact; score=31 margin=8 on [amount~final]; 1 distinct part# near top,"[{""pn"":""KS-MM-RD-2"",""score"":31,""on"":[""amount~final""],""ref"":""NO. 1 OF 02.06.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":23,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":23,""on"":[""amount~final""],""ref"":""NO. 3 OF 20.09.2021"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 688,BT.BIT 688,ORANGE ROMANIA SA,exact,2024-08-01,RON,,1875,11102.7,SCORED,LOW,ORO-TEM-SUPPORT-50-12,PO 00025528,final,2023,BSS,tem support,Servicii suport TEM L2/L3 Data de livrare: 31-07-2024 Servicii suport TEM L2/L3 Data de livrare: 31-07-2024 PO00049528 ( 1.875 euro+TVA la cursul BNR),66,org exact; score=32 margin=12 on [amount~final]; 1 distinct part# near top,"[{""pn"":""ORO-TEM-SUPPORT-50-12"",""score"":32,""on"":[""amount~final""],""ref"":""PO 00025528"",""desc"":""tem support""},{""pn"":""BLUE-IR-OC-6"",""score"":20,""on"":[""amount~avans"",""data final (32d)""],""ref"":""09.05.2024"",""desc"":""IR incident response services retainer""},{""pn"":""ORO-TEM-DEV-494"",""score"":18,""on"":[""data est. close (30d)""],""ref"":""PO00062653"",""desc"":""Gestionarea modificărilor și\nsolicitările de servicii noi""}]",
accounting:BT.BIT 689,BT.BIT 689,SELGROS CASH & CARRY SRL,exact,2024-08-01,RON,,250,1480.36,SCORED,HIGH,BLUE-IR-OC-5,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incident Response,ANEXA 2 – SERVICII RECURENTE DE SECURITATE ANEXA 2 – SERVICII RECURENTE DE SECURITATE INFORMATICA -On-call Incident Response ACT ADITIONAL NR. 1 din 6.11.2023 C,25,"org exact; score=88 margin=27 on [contract#, amount~final, desc~0.32]; 1 distinct part# near top","[{""pn"":""BLUE-IR-OC-5"",""score"":88,""on"":[""contract#"",""amount~final"",""desc~0.32""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""},{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (50d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":61,""on"":[""contract#"",""data avans (97d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 690,BT.BIT 690,SELGROS CASH & CARRY SRL,exact,2024-08-01,RON,,500,2960.72,SCORED,HIGH,CONSULTANCY-MISC-10,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy Services,ANEXA 3 – SERVICII RECURENTE DE SECURITATE ANEXA 3 – SERVICII RECURENTE DE SECURITATE INFORMATICA- Consultancy Services ACT ADITIONAL NR. 1 din 6.11.2023 CONTRA,25,"org exact; score=87 margin=26 on [contract#, amount~final, desc~0.29]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-10"",""score"":87,""on"":[""contract#"",""amount~final"",""desc~0.29""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy S""},{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (50d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":61,""on"":[""contract#"",""data avans (97d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 691,BT.BIT 691,"SCA ""ZAMFIRESCU RACOTI VASILE AND PARTNERS """,none,2024-08-01,RON,,1150,6809.66,UNRESOLVED,NONE,,,,,,,"ANEXA 1 – SERVICII RECURENTE DE SECURITATE ANEXA 1 – SERVICII RECURENTE DE SECURITATE INFORMATICA, Contract Nr. 284/29.01.2024,( 1.150 euro+TVA la cursul BNR)",0,org not found in tracker,[],
accounting:BT.BIT 692,BT.BIT 692,FARMEC SA,exact,2024-08-01,RON,,650,3848.94,SCORED,MEDIUM,CONSULTANCY-MISC-8,contract cadru cu diverse servicii de securitate 283/22.01.2024,final,2024,BSS,servicii de darkweb monitoring,"ANEXA 3 – SERVICII RECURENTE DE SECURITATE ANEXA 3 – SERVICII RECURENTE DE SECURITATE NFORMATICA, ACT ADITIONAL NR. 1 DIN 12.02.2024 CONTRACT DE PRESTARI SERVIC",4,"org exact; score=34 margin=30 on [amount~final, data final (153d)]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-8"",""score"":34,""on"":[""amount~final"",""data final (153d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de darkweb monitoring""},{""pn"":""RED-PEN-B-E-B-5"",""score"":4,""on"":[""data avans (196d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de pentest""},{""pn"":""BLUE-IR-5"",""score"":4,""on"":[""data avans (162d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de investigatie""}]",
accounting:BT.BIT 693,BT.BIT 693,NESTLERS & PARTNERS SRL,exact,2024-08-01,RON,,500,2960.72,SCORED,HIGH,BLUE-MDR-C-5,Nr. 273/02.10.2023,final,2024,BSS,servicii de MDR,SERVICII CONTRACT 273/02.10.2023 SERVICII CONTRACT 273/02.10.2023 ACT ADITIONAL NR. 1 DIN 19.03.2024 (500 euro+TVA la cursul BNR),3,"org exact; score=90 margin=0 on [contract#, amount~final, data final (114d)]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-5"",""score"":90,""on"":[""contract#"",""amount~final"",""data final (114d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-5"",""score"":90,""on"":[""contract#"",""amount~final"",""data final (79d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""RED-PEN-B-E-B-5"",""score"":55,""on"":[""contract#"",""data avans (300d)""],""ref"":""273/02.10.2023"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 694,BT.BIT 694,TYPINGDNA SRL,exact,2024-08-07,RON,,,12543.58,SCORED,LOW,RED-PEN-B-E-B-30,No. 300/18.6.2024,,2024,BSS,servicii de pentest,CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 Conform contract NR. 302/3.7.2024 - 50% din valoarea t,1,org exact; score=16 margin=16 on [data avans (23d)]; 1 distinct part# near top,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data avans (23d)""],""ref"":""No. 300/18.6.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 695 STORN,BT.BIT 695 STORN,TYPINGDNA SRL,exact,2024-08-07,RON,storno,,-12523.23,SCORED,LOW,RED-PEN-B-E-B-30,No. 300/18.6.2024,,2024,BSS,servicii de pentest,CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 stornare factura gresita 695/Conform contract NR. 302/,1,org exact; score=16 margin=16 on [data avans (23d)]; 1 distinct part# near top; storno,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data avans (23d)""],""ref"":""No. 300/18.6.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 696,BT.BIT 696,TYPINGDNA SRL,exact,2024-08-07,RON,,,14902.64,SCORED,LOW,RED-PEN-B-E-B-30,No. 300/18.6.2024,,2024,BSS,servicii de pentest,CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 Conform contract NR. 302/3.7.2024 - 50% din valoarea t,1,org exact; score=16 margin=16 on [data avans (23d)]; 1 distinct part# near top,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data avans (23d)""],""ref"":""No. 300/18.6.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 697,BT.BIT 697,CUSTIFY SRL,exact,2024-08-21,RON,avans,2200,13029.52,SCORED,HIGH,RED-PEN-S-WB-1,223/17.05.2022,avans,2024,BSS,pentest web app,"Avans, conform Act aditional nr. 2 din 2.07.2024 Avans, conform Act aditional nr. 2 din 2.07.2024 la contractul 223/17.05.2022(2200 Euro + TVA la cursul BNR de ",4,"org exact; score=101 margin=30 on [contract#, amount~avans, data avans (0d)]; 1 distinct part# near top; avans","[{""pn"":""RED-PEN-S-WB-1"",""score"":101,""on"":[""contract#"",""amount~avans"",""data avans (0d)""],""ref"":""223/17.05.2022"",""desc"":""pentest web app""},{""pn"":""RED-PEN-S-WB-1"",""score"":71,""on"":[""contract#"",""amount~avans"",""data final (334d)""],""ref"":""223/17.05.2022"",""desc"":""pentest web app""},{""pn"":""RED-PEN-S-WB-1"",""score"":50,""on"":[""contract#""],""ref"":""223/17.05.2022"",""desc"":""pentest web app""}]",
accounting:BT.BIT 698,BT.BIT 698,SELGROS CASH & CARRY SRL,exact,2024-08-21,RON,,4680,27717.35,SCORED,MEDIUM,RED-AUDIT-A-20,234/15.11.2022,,2022,BSS,SERVICII DE SECURITATE INFORMATICA,"SERVICII DE SECURITATE INFORMATICA - FORENSIC SERVICII DE SECURITATE INFORMATICA - FORENSIC CONTRACT DE PRESTARI SERVICII Nr. 234/15.11.2022, ANEXA 1( 4680 EURO",25,"org exact; score=61 margin=0 on [contract#, data est. close (70d)]; 4 distinct part# near top","[{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (70d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":61,""on"":[""contract#"",""data avans (117d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""BLUE-IR-OC-5"",""score"":53,""on"":[""contract#""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""}]",
accounting:BT.BIT 694 STORN,BT.BIT 694 STORN,TYPINGDNA SRL,exact,2024-08-21,RON,storno,,-10540.82,SCORED,LOW,RED-PEN-B-E-B-30,No. 300/18.6.2024,,2024,BSS,servicii de pentest,"CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 stornare factura 694,Conform contract NR. 302/3.7.2024",1,org exact; score=16 margin=16 on [data final (13d)]; 1 distinct part# near top; storno,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data final (13d)""],""ref"":""No. 300/18.6.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 695 COREC,BT.BIT 695 COREC,TYPINGDNA SRL,exact,2024-08-21,RON,,,14902.64,SCORED,LOW,RED-PEN-B-E-B-30,No. 300/18.6.2024,,2024,BSS,servicii de pentest,CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 Conform contract NR. 302/3.7.2024 - 50% din valoarea t,1,org exact; score=16 margin=16 on [data final (13d)]; 1 distinct part# near top,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data final (13d)""],""ref"":""No. 300/18.6.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 699,BT.BIT 699,CARREFOUR ROMANIA SA,exact,2024-09-02,RON,,6600,32900,SCORED,MEDIUM,BLUE-IR-20,21.5.2024,final,2024,BSS,incident response,Comanda 9990010315 din 12.6.2024 Comanda 9990010315 din 12.6.2024 servicii securitate it de tip investigatie cf Oferta 15/zile/om = 6.600 Euro fara TVA . CONTRA,11,"org exact; score=45 margin=14 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""BLUE-IR-20"",""score"":45,""on"":[""amount~final"",""data final (0d)""],""ref"":""21.5.2024"",""desc"":""incident response""},{""pn"":""RED-PEN-B-I-B-20"",""score"":31,""on"":[""amount~final"",""data final (62d)""],""ref"":""26.4.2024"",""desc"":""servicii de pentest""},{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data final (16d)""],""ref"":""17.09.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 700,BT.BIT 700,SILKWEB S.A.,exact,2024-09-02,RON,,625,3701.57,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII conform Act aditional NR. 6 DIN 25.3.2024 SERVICII conform Act aditional NR. 6 DIN 25.3.2024 Contract Nr. 195/29.06.2021(625 euro+TVA la cursul BNR),1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 701,BT.BIT 701,SILKWEB S.A.,exact,2024-09-02,RON,,1350,7995.38,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII conform conform Act aditional NR. 5 DIN 25.03.2024 SERVICII conform conform Act aditional NR. 5 DIN 25.03.2024 CONTRACT DE PRESTARI SERVICII Nr. 195/29,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 702,BT.BIT 702,UNITED MEDIA SERVICES SRL,exact,2024-09-02,RON,,350,2072.87,DETERMINISTIC,HIGH,RED-PEN-B-I-BP-50,177/08.12.2020,,2020,BSS,SERVICII DE SECURITATE INFORMATICA,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA ,1,org exact; unique part# via contract 177,"[{""pn"":""RED-PEN-B-I-BP-50"",""score"":100,""on"":[""contract#""],""ref"":""177/08.12.2020"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 703,BT.BIT 703,KEYSIGHT TECHNOLOGIES RO SRL,exact,2024-09-02,RON,,7800,46195.59,SCORED,MEDIUM,KS-MM-RD-2,NO. 5 OF 04.10.2023,final,2023,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for September 2024 Penetration testing services for September 2024 Purchase Order Number 9068002588 (7800 euro + tva la cursul BNR),25,"org exact; score=46 margin=37 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-2"",""score"":46,""on"":[""amount~final"",""data final (0d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":9,""on"":[""data final (88d)""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-3"",""score"":4,""on"":[""data final (362d)""],""ref"":""NO. 4 OF 04.10.2022"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 704,BT.BIT 704,ORANGE ROMANIA SA,exact,2024-09-02,RON,,1875,11104.71,SCORED,LOW,ORO-TEM-SUPPORT-50-12,PO 00025528,final,2023,BSS,tem support,Servicii suport TEM L2/L3 Data de livrare: 31-07-2024 Servicii suport TEM L2/L3 Data de livrare: 31-07-2024 PO00049528( 1875 euro + tva la cursul BNR),66,org exact; score=32 margin=12 on [amount~final]; 1 distinct part# near top,"[{""pn"":""ORO-TEM-SUPPORT-50-12"",""score"":32,""on"":[""amount~final""],""ref"":""PO 00025528"",""desc"":""tem support""},{""pn"":""BLUE-IR-OC-6"",""score"":20,""on"":[""amount~avans"",""data final (64d)""],""ref"":""09.05.2024"",""desc"":""IR incident response services retainer""},{""pn"":""ORO-TEM-DEV-494"",""score"":18,""on"":[""data est. close (2d)""],""ref"":""PO00062653"",""desc"":""Gestionarea modificărilor și\nsolicitările de servicii noi""}]",
accounting:BT.BIT 705,BT.BIT 705,SELGROS CASH & CARRY SRL,exact,2024-09-02,RON,,250,1480.62,SCORED,HIGH,BLUE-IR-OC-5,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incident Response,ANEXA 2 – SERVICII RECURENTE DE SECURITATE ANEXA 2 – SERVICII RECURENTE DE SECURITATE INFORMATICA -On-call Incident Response ACT ADITIONAL NR. 1 din 6.11.2023 C,25,"org exact; score=88 margin=27 on [contract#, amount~final, desc~0.32]; 1 distinct part# near top","[{""pn"":""BLUE-IR-OC-5"",""score"":88,""on"":[""contract#"",""amount~final"",""desc~0.32""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - On-call Incid""},{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (82d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":56,""on"":[""contract#"",""data avans (129d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 706,BT.BIT 706,SELGROS CASH & CARRY SRL,exact,2024-09-02,RON,,500,2961.26,SCORED,HIGH,CONSULTANCY-MISC-10,234/15.11.2022,final,2022,BSS,SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy Services,ANEXA 3 – SERVICII RECURENTE DE SECURITATE ANEXA 3 – SERVICII RECURENTE DE SECURITATE INFORMATICA- Consultancy Services ACT ADITIONAL NR. 1 din 6.11.2023 CONTRA,25,"org exact; score=87 margin=26 on [contract#, amount~final, desc~0.29]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-10"",""score"":87,""on"":[""contract#"",""amount~final"",""desc~0.29""],""ref"":""234/15.11.2022"",""desc"":""SERVICII RECURENTE DE SECURITATE INFORMATICA - Consultancy S""},{""pn"":""RED-AUDIT-A-20"",""score"":61,""on"":[""contract#"",""data est. close (82d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""},{""pn"":""RED-PEN-B-I-BP-200"",""score"":56,""on"":[""contract#"",""data avans (129d)""],""ref"":""234/15.11.2022"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 707,BT.BIT 707,"SCA ""ZAMFIRESCU RACOTI VASILE AND PARTNERS """,none,2024-09-02,RON,,1150,6810.89,UNRESOLVED,NONE,,,,,,,"ANEXA 1 – SERVICII RECURENTE DE SECURITATE INFORMATICA ANEXA 1 – SERVICII RECURENTE DE SECURITATE INFORMATICA Contract Nr. 284/29.01.2024, (1.150 EURO + TVA la ",0,org not found in tracker,[],
accounting:BT.BIT 708,BT.BIT 708,FARMEC SA,exact,2024-09-02,RON,,650,3849.64,SCORED,MEDIUM,CONSULTANCY-MISC-8,contract cadru cu diverse servicii de securitate 283/22.01.2024,final,2024,BSS,servicii de darkweb monitoring,"ANEXA 3 – SERVICII RECURENTE DE SECURITATE INFORMATICA ANEXA 3 – SERVICII RECURENTE DE SECURITATE INFORMATICA ACT ADITIONAL NR. 1 DIN 12.02.2024, CONTRACT DE PR",4,"org exact; score=34 margin=30 on [amount~final, data final (185d)]; 1 distinct part# near top","[{""pn"":""CONSULTANCY-MISC-8"",""score"":34,""on"":[""amount~final"",""data final (185d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de darkweb monitoring""},{""pn"":""RED-PEN-B-E-B-5"",""score"":4,""on"":[""data avans (228d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de pentest""},{""pn"":""BLUE-IR-5"",""score"":4,""on"":[""data avans (194d)""],""ref"":""contract cadru cu diverse servicii de se"",""desc"":""servicii de investigatie""}]",
accounting:BT.BIT 709,BT.BIT 709,NESTLERS & PARTNERS SRL,exact,2024-09-02,RON,,500,3849.64,SCORED,HIGH,BLUE-MDR-C-5,Nr. 273/02.10.2023,final,2024,BSS,servicii de MDR,SERVICII CONTRACT 273/02.10.2023 SERVICII CONTRACT 273/02.10.2023 ACT ADITIONAL NR. 1 DIN 19.03.2024 (500 euro+TVA la cursul BNR),3,"org exact; score=90 margin=5 on [contract#, amount~final, data final (111d)]; 1 distinct part# near top","[{""pn"":""BLUE-MDR-C-5"",""score"":90,""on"":[""contract#"",""amount~final"",""data final (111d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""BLUE-MDR-C-5"",""score"":85,""on"":[""contract#"",""amount~final"",""data avans (166d)""],""ref"":""Nr. 273/02.10.2023"",""desc"":""servicii de MDR""},{""pn"":""RED-PEN-B-E-B-5"",""score"":55,""on"":[""contract#"",""data avans (332d)""],""ref"":""273/02.10.2023"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 710,BT.BIT 710,APA SERVICE S.A.,exact,2024-09-06,RON,,,59214.4,SCORED,MEDIUM,RED-NIS-C-PEN-10,NR. 299/17.6.2024,,2024,BSS,servicii de audit + pentest nis,CONTRACT PENTRU PRESTAREA DE SERVICII DE AUDIT CALIFICAT CONTRACT PENTRU PRESTAREA DE SERVICII DE AUDIT CALIFICAT DE SECURITATE CIBERNETICA SI TESTE DE PENETRAR,2,"org exact; score=68 margin=0 on [contract#, data final (0d)]; 2 distinct part# near top","[{""pn"":""RED-NIS-C-PEN-10"",""score"":68,""on"":[""contract#"",""data final (0d)""],""ref"":""NR. 299/17.6.2024"",""desc"":""servicii de audit + pentest nis""},{""pn"":""RED-NIS-C-AUDIT-100"",""score"":68,""on"":[""contract#"",""data final (0d)""],""ref"":""NR. 299/17.6.2024"",""desc"":""servicii de audit + pentest nis""}]",
accounting:BT.BIT 711,BT.BIT 711,CUSTIFY SRL,exact,2024-09-13,RON,storno,2200,19518.29,SCORED,HIGH,RED-PEN-S-WB-1,223/17.05.2022,avans,2024,BSS,pentest web app,"STORNARE Avans, conform Act aditional nr. 2 din 2.07.2024 STORNARE Avans, conform Act aditional nr. 2 din 2.07.2024 la contractul 223/17.05.2022(2200 Euro + TVA",4,"org exact; score=95 margin=30 on [contract#, amount~avans, data avans (23d)]; 1 distinct part# near top; storno","[{""pn"":""RED-PEN-S-WB-1"",""score"":95,""on"":[""contract#"",""amount~avans"",""data avans (23d)""],""ref"":""223/17.05.2022"",""desc"":""pentest web app""},{""pn"":""RED-PEN-S-WB-1"",""score"":65,""on"":[""contract#"",""amount~avans"",""data final (357d)""],""ref"":""223/17.05.2022"",""desc"":""pentest web app""},{""pn"":""RED-PEN-B-E-B-14"",""score"":53,""on"":[""contract#"",""data avans (362d)""],""ref"":""223/17.05.2022"",""desc"":""pentest web app""}]","[{""service"":""STORNARE Avans, conform Act aditional nr. 2 din 2.07.2024 | "",""partNumber"":""RED-PEN-S-WB-1"",""score"":95,""on"":[""contract#"",""amount~avans"",""data avans (23d)""]},{""service"":""Suma finala conform Act aditional nr. 2 din 2.07.2024 la | S"",""partNumber"":""RED-PEN-S-WB-1"",""score"":95,""on"":[""contract#"",""amount~total"",""data avans (23d)""]}]"
accounting:BT.BIT 712,BT.BIT 712,CAPITAL FINANCIAL SERVICES SA,exact,2024-09-16,RON,,10000,59187.03,SCORED,HIGH,RED-PEN-B-I-B-100,262/05.04.2023,final,2023,BSS,DESCRIERE SERVICII IDENTIFICARE SI EVALUARE VULNERABILITATI,ACT ADITIONAL 2 – SERVICII DE SECURITATE CIBERNETICA ACT ADITIONAL 2 – SERVICII DE SECURITATE CIBERNETICA Contract Nr. 262/05.04.2023( 10.000 euro+TVA la cursul,9,"org exact; score=73 margin=21 on [contract#, amount~final]; 1 distinct part# near top","[{""pn"":""RED-PEN-B-I-B-100"",""score"":73,""on"":[""contract#"",""amount~final""],""ref"":""262/05.04.2023"",""desc"":""DESCRIERE SERVICII IDENTIFICARE SI EVALUARE VULNERABILITATI""},{""pn"":""RED-VA-E-B-100"",""score"":52,""on"":[""amount~final"",""data final (15d)"",""desc~0.29""],""ref"":""nr 2 09.08.2024"",""desc"":""ACT ADITIONAL 2 – SERVICII DE SECURITATE CIBERNETICA""},{""pn"":""RED-VA-I-S-100"",""score"":51,""on"":[""contract#""],""ref"":""262/05.04.2023"",""desc"":""SERVICII DE EVALUARE VULNERABILITATI RETEA INTERNA""}]",
accounting:BT.BIT 713,BT.BIT 713,CARREFOUR ROMANIA SA,exact,2024-09-27,RON,,,27347.71,SCORED,LOW,RED-PEN-B-E-B-30,17.09.2024,,2024,BSS,servicii de pentest,"Comanda 2110105682 din 17.9.2024 pentru Testare securitate Comanda 2110105682 din 17.9.2024 pentru Testare securitate SCO-uri, conform oferta 1 Buc x 22.981,27R",11,org exact; score=16 margin=1 on [data final (9d)]; 4 distinct part# near top,"[{""pn"":""RED-PEN-B-E-B-30"",""score"":16,""on"":[""data final (9d)""],""ref"":""17.09.2024"",""desc"":""servicii de pentest""},{""pn"":""BLUE-IR-20"",""score"":15,""on"":[""data final (25d)""],""ref"":""21.5.2024"",""desc"":""incident response""},{""pn"":""RED-PEN-B-I-B-20"",""score"":9,""on"":[""data final (87d)""],""ref"":""26.4.2024"",""desc"":""servicii de pentest""}]",
accounting:BT.BIT 714,BT.BIT 714,SILKWEB S.A.,exact,2024-10-03,RON,,625,3849.25,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII conform Act aditional NR. 6 DIN 25.3.2024 SERVICII conform Act aditional NR. 6 DIN 25.3.2024 Contract Nr. 195/29.06.2021(625 euro+TVA la cursul BNR),1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 715,BT.BIT 715,SILKWEB S.A.,exact,2024-10-03,RON,,1350,7994.59,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII conform conform Act aditional NR. 5 DIN 25.03.2024 SERVICII conform conform Act aditional NR. 5 DIN 25.03.2024 CONTRACT DE PRESTARI SERVICII Nr. 195/29,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
